ActivityIdentifier,OrganizationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,ResultValueTypeName,SubmitData
MBS 0.23-20190107-SR,ClallamCoDCD,Dissolved oxygen (DO),6.2,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Specific conductance,25867,mS/cm,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Salinity,15.6,ppt,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Fecal Coliform,88,cfu/100ml,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Nitrate,176.72,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Nitrite,4.91,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Ammonia-nitrogen,112.8,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Nitrogen,415.21,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Phosphorus,62.24,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Silicate,2870.65,mg/l,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,Gage height,-2.63,ft,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,"Temperature, water",5,deg C,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Dissolved oxygen (DO),9.7,mg/l,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Specific conductance,2546,mS/cm,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Salinity,1.3,ppt,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Fecal Coliform,36,cfu/100ml,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Nitrate,140.24,mg/l,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Nitrite,0.92,mg/l,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Ammonia-nitrogen,21.1,mg/l,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Nitrogen,236.45,mg/l,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Phosphorus,22.36,mg/l,Final,Actual,1
MBS 0.23-20190226-SR,ClallamCoDCD,Silicate,4015.2,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,"Temperature, water",5.4,deg C,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Dissolved oxygen (DO),10,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Specific conductance,696,mS/cm,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Salinity,0.3,ppt,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Fecal Coliform,126,cfu/100ml,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Nitrate,109.13,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Nitrite,0.8,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Ammonia-nitrogen,20.1,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Nitrogen,213.73,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Phosphorus,33.44,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Silicate,4238.09,mg/l,Final,Actual,1
MBS 0.23-20190312-SR,ClallamCoDCD,Gage height,-3.67,ft,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,"Temperature, water",8.7,deg C,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Dissolved oxygen (DO),9,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Specific conductance,367,mS/cm,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Nitrate,53.5,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Nitrite,0.45,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Ammonia-nitrogen,25,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Nitrogen,277.18,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Phosphorus,56.01,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Silicate,4277.1,mg/l,Final,Actual,1
MBS 0.23-20190415-SR,ClallamCoDCD,Gage height,-3.6,ft,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,"Temperature, water",8.7,deg C,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Dissolved oxygen (DO),8.3,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Specific conductance,247,mS/cm,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Fecal Coliform,210,cfu/100ml,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Nitrate,53.51,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Nitrite,0.61,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Ammonia-nitrogen,30.3,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Nitrogen,220.28,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Phosphorus,34.82,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Silicate,4197.22,mg/l,Final,Actual,1
MBS 0.23-20190514-SR,ClallamCoDCD,Gage height,-3.68,ft,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,"Temperature, water",12.4,deg C,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Dissolved oxygen (DO),8.4,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Specific conductance,215,mS/cm,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Fecal Coliform,382,cfu/100ml,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Nitrate,42.58,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Nitrite,0.85,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Ammonia-nitrogen,31.9,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Nitrogen,165.92,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Phosphorus,46.65,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Silicate,4209.3,mg/l,Final,Actual,1
MBS 0.23-20190611-SR,ClallamCoDCD,Gage height,-4.6,ft,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,"Temperature, water",12.4,deg C,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Dissolved oxygen (DO),8.7,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Specific conductance,256,mS/cm,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Fecal Coliform,272,cfu/100ml,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Nitrate,47.11,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Nitrite,0.95,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Ammonia-nitrogen,26.7,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Nitrogen,163.72,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Phosphorus,46.12,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Silicate,4474,mg/l,Final,Actual,1
MBS 0.23-20190709-SR,ClallamCoDCD,Gage height,-4,ft,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,"Temperature, water",14.8,deg C,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Dissolved oxygen (DO),8.4,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Specific conductance,257,mS/cm,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Fecal Coliform,268,cfu/100ml,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Nitrate,75.92,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Nitrite,1.39,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Ammonia-nitrogen,27,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Nitrogen,161.9,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Phosphorus,41.1,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Silicate,4593.73,mg/l,Final,Actual,1
MBS 0.23-20190812-SR,ClallamCoDCD,Gage height,-3.72,ft,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,"Temperature, water",14.6,deg C,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Dissolved oxygen (DO),6.9,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Specific conductance,202,mS/cm,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Fecal Coliform,1111,cfu/100ml,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Nitrate,93.17,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Nitrite,1.48,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Ammonia-nitrogen,32.9,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Nitrogen,276.56,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Phosphorus,49.6,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Silicate,4837.66,mg/l,Final,Actual,1
MBS 0.23-20190910-SR,ClallamCoDCD,Gage height,-5.78,ft,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,"Temperature, water",12.5,deg C,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Dissolved oxygen (DO),7.5,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Specific conductance,186,mS/cm,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Fecal Coliform,47,cfu/100ml,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Nitrate,116.38,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Nitrite,4.56,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Ammonia-nitrogen,138.8,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Nitrogen,631.98,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Phosphorus,116.14,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Silicate,9312.73,mg/l,Final,Actual,1
MBS 0.23-20191008-SR,ClallamCoDCD,Gage height,-5.74,ft,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,"Temperature, water",10,deg C,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,pH,7.4,None,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Dissolved oxygen (DO),6.6,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Specific conductance,491,mS/cm,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Fecal Coliform,311,cfu/100ml,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Nitrate,57.14,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Nitrite,1.24,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Ammonia-nitrogen,33.5,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Nitrogen,170.12,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Phosphorus,55.93,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Silicate,4500.18,mg/l,Final,Actual,1
MBS 0.23-20191112-SR,ClallamCoDCD,Gage height,-5.2,ft,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,"Temperature, water",7.7,deg C,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,pH,7.1,None,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Dissolved oxygen (DO),6.1,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Specific conductance,32870,mS/cm,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Salinity,20.4,ppt,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Fecal Coliform,277,cfu/100ml,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Nitrate,69.32,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Nitrite,3.2,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Ammonia-nitrogen,70.5,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Nitrogen,270.86,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Phosphorus,42.73,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Silicate,3579.64,mg/l,Final,Actual,1
MBS 0.23-20191210-SR,ClallamCoDCD,Gage height,-3.9,ft,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,"Temperature, water",6.8,deg C,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Dissolved oxygen (DO),8.1,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Specific conductance,42799,mS/cm,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Salinity,27.2,ppt,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Fecal Coliform,30,cfu/100ml,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Nitrate,265.46,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Nitrite,3.23,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Ammonia-nitrogen,62.9,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Nitrogen,416.01,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Phosphorus,46.7,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Silicate,2665.63,mg/l,Final,Actual,1
MBS 0.23-20200121-SR,ClallamCoDCD,Gage height,-2.7,ft,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,"Temperature, water",6.9,deg C,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,Dissolved oxygen (DO),9,mg/l,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,Specific conductance,219,mS/cm,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,Fecal Coliform,23,cfu/100ml,Final,Actual,1
MBS 0.23-20200211-SR,ClallamCoDCD,Gage height,-5.84,ft,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,"Temperature, water",6.3,deg C,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Dissolved oxygen (DO),9.9,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Specific conductance,345,mS/cm,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Fecal Coliform,137,cfu/100ml,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Nitrate,203.67,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Nitrite,1.27,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Ammonia-nitrogen,24.8,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Nitrogen,357.34,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Phosphorus,21.23,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Silicate,4472.93,mg/l,Final,Actual,1
MBS 0.23-20200310-SR,ClallamCoDCD,Gage height,-5.9,ft,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,"Temperature, water",7.8,deg C,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,Dissolved oxygen (DO),9.2,mg/l,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,Specific conductance,203,mS/cm,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,Fecal Coliform,434,cfu/100ml,Final,Actual,1
MBS 0.23-20200412-SR,ClallamCoDCD,Gage height,-5.96,ft,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,"Temperature, water",9.8,deg C,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,Dissolved oxygen (DO),8.6,mg/l,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,Specific conductance,387,mS/cm,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,Turbidity,5,FNU,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,Fecal Coliform,278,cfu/100ml,Final,Actual,1
MBS 0.23-20200512-SR,ClallamCoDCD,Gage height,-5.9,ft,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,"Temperature, water",9.8,deg C,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Dissolved oxygen (DO),8.3,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Specific conductance,161,mS/cm,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Fecal Coliform,371,cfu/100ml,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Nitrate,50.31,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Nitrite,0.7,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Ammonia-nitrogen,25.4,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Nitrogen,152.5,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Phosphorus,42.54,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Silicate,4408.26,mg/l,Final,Actual,1
MBS 0.23-20200615-SR,ClallamCoDCD,Gage height,-3.9,ft,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,"Temperature, water",11.7,deg C,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Dissolved oxygen (DO),7.7,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Specific conductance,169,mS/cm,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Fecal Coliform,645,cfu/100ml,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Nitrate,57.39,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Nitrite,1.12,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Ammonia-nitrogen,22.7,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Nitrogen,188.93,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Phosphorus,35.74,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Silicate,4341.82,mg/l,Final,Actual,1
MBS 0.23-20200714-SR,ClallamCoDCD,Gage height,-7.4,ft,Final,Actual,1
MBS 0.23-20230313-SR,ClallamCoDCD,Gage height,-3.95,ft,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,"Temperature, water",6,deg C,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,Dissolved oxygen (DO),12.3,mg/l,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,Specific conductance,195,mS/cm,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,Fecal Coliform,20,cfu/100ml,Final,Actual,1
No Na 0.03-20151124-SR,ClallamCoDCD,Gage height,-2.42,ft,Final,Actual,1
No Na 0.03-20160126-SR,ClallamCoDCD,"Temperature, water",6.7,deg C,Final,Actual,1
No Na 0.03-20160126-SR,ClallamCoDCD,Specific conductance,103,mS/cm,Final,Actual,1
No Na 0.03-20160126-SR,ClallamCoDCD,Salinity,0,ppt,Final,Actual,1
No Na 0.03-20160126-SR,ClallamCoDCD,Fecal Coliform,4,cfu/100ml,Final,Actual,1
No Na 0.03-20160126-SR,ClallamCoDCD,Gage height,-2.34,ft,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,"Temperature, water",9.1,deg C,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,Dissolved oxygen (DO),11.4,mg/l,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,Specific conductance,170,mS/cm,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
No Na 0.03-20160412-SR,ClallamCoDCD,Gage height,-2.44,ft,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,"Temperature, water",15.8,deg C,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,Dissolved oxygen (DO),9.1,mg/l,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,Specific conductance,273,mS/cm,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,Turbidity,12,FNU,Final,Actual,1
No Na 0.03-20160816-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,"Temperature, water",10.1,deg C,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,Dissolved oxygen (DO),10.9,mg/l,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,Specific conductance,206,mS/cm,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,Fecal Coliform,22,cfu/100ml,Final,Actual,1
No Na 0.03-20161115-SR,ClallamCoDCD,Gage height,-2.41,ft,Final,Actual,1
No Na 0.03-20170110-SR,ClallamCoDCD,"Temperature, water",2,deg C,Final,Actual,1
No Na 0.03-20170110-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
